cle	doc_id	Cl initiale	Cl finale	label classe finale	Cl regroupée	Verbatim	liste_index_lir	classe_lir	liste_discriminant_lir
3848	1463	1	1	attente interlocuteur	attente	diminuer le temps d'attente lorsqu'on les appelle.	appeler(1),attente(1),diminuer(1),temps(1)	2	appeler(1),attente(1),temps(1),
3449	1348	1	1	attente interlocuteur	attente	Difficultés pour joindre le bon interlocuteur, pour arranger un problème je perd beaucoup de temps et d'argent au téléphone, pas de geste commercial.	argent(1),arranger(1),beaucoup(1),bon(1),commercial(1),difficulté(1),geste(1),interlocuteur(1),joindre(1),pas(1),perdre(1),problème(1),temps(1),téléphone(1)	2	beaucoup(1),bon(1),interlocuteur(1),joindre(1),pas(1),temps(1),
3640	1402	1	1	attente interlocuteur	attente	il faut passer par plusieurs interlocuteurs, c'est desagreable il faut expliquer a chaque fois son litige il n'y a aucun rapport entre l'âge de l'interviewé et l'etude.	avoir(2),desagreable(1),etude(1),expliquer(1),falloir(2),foi|fois(1),interlocuteur(1),interviewer(1),litige(1),ne(1),passer(1),rapport(1),âge(1),être(1)	3	avoir(2),foi|fois(1),interlocuteur(1),ne(1),passer(1),être(1),
3440	1345	1	1	attente interlocuteur	attente	Très difficile de joindre mon interlocuteur.	difficile(1),interlocuteur(1),joindre(1),très(1)	2	interlocuteur(1),joindre(1),
1544	627	1	1	attente interlocuteur	attente	un interlocuteur a ete desagreable vis a vis de ma femme avoir un interlocuteur qui gere un secteur et diminuer le temps d'attente pour obtenir un interlocuteur.	attente(1),avoir(3),desagreable(1),diminuer(1),ete(1),femme(1),gere(1),interlocuteur(3),obtenir(1),secteur(1),temps(1),vivre(1),voir(1)	2	attente(1),avoir(3),interlocuteur(3),obtenir(1),temps(1),
518	224	1	1	attente interlocuteur	attente	les interlocuteurs ne sont pas toujours aimables.	aimable(1),interlocuteur(1),ne(1),pas(1),toujours(1),être(1)	4	interlocuteur(1),ne(1),pas(1),toujours(1),être(1),
3996	1508	1	1	attente interlocuteur	attente	pour rentrer en contact, il faut chercher longtemps , pas d'interlocuteur unique.	chercher(1),contact(1),falloir(1),interlocuteur(1),longtemps(1),pas(1),rentrer(1),unique(1)	2	contact(1),interlocuteur(1),pas(1),
3064	1236	1	1	attente interlocuteur	attente	je suis tres satisfait de la demarche telephonique puis de la visite de mon interlocuteur commercial d'edf.	commercial(1),demarche(1),edf(1),interlocuteur(1),puis(1),satisfaire(1),suivre|être(1),telephonique(1),tres(1),visite(1)	2	edf(1),interlocuteur(1),suivre|être(1),
3055	1231	1	1	attente interlocuteur	attente	il faudrait que les agents edf soient au courant de qui fait quoi pour qu'ils puissent nous orienter rapidement vers le bon interlocuteur.	agent(1),bon(1),courant(1),edf(1),faire(1),falloir(1),interlocuteur(1),orienter(1),pouvoir(1),rapidement(1),être(1)	2	bon(1),edf(1),faire(1),interlocuteur(1),pouvoir(1),être(1),
3334	1311	1	1	attente interlocuteur	attente	je souhaiterais disposer d'une installation triphase pour le mois de septembre car je suis actuellement en monophase le fait qu'on soit oblige de joindre au telephone des personnes d'edf me deplait car je souhaiterais m'entretenir avec eux en face à face il n'y a qu'un seul numero 0800 pour joindre edf et c'est tres desagreable edf devrait s'entretenir en face à face avec les professionnels comme il le fait deja avec les particuliers.	actuellement(1),avoir(1),deja(1),deplait(1),desagreable(1),devoir(1),disposer(1),edf(3),entretenir(2),face(4),faire(1),fait(1),installation(1),joindre(2),moi|mois(1),monophase(1),ne(1),numero(1),obliger(1),particulier(1),personne(1),professionnel(1),septembre(1),seul(1),souhaiter(2),suivre|être(1),telephone(1),tres(1),triphase(1),être(2)	3	avoir(1),devoir(1),edf(3),faire(1),joindre(2),moi|mois(1),ne(1),personne(1),suivre|être(1),telephone(1),être(2),
3739	1427	1	1	attente interlocuteur	attente	je trouve inadmissible le fait de ne pas pouvoir joindre un interlocuteur les horaires du changement de la tarification sont trop long (4h).	4h(1),changement(1),fait(1),horaire(1),inadmissible(1),interlocuteur(1),joindre(1),long(1),ne(1),pas(1),pouvoir(1),tarification(1),trop(1),trouver(1),être(1)	2	interlocuteur(1),joindre(1),long(1),ne(1),pas(1),pouvoir(1),trop(1),être(1),
3324	1307	1	1	attente interlocuteur	attente	le temps d'attente pour obtenir un interlocuteur.	attente(1),interlocuteur(1),obtenir(1),temps(1)	2	attente(1),interlocuteur(1),obtenir(1),temps(1),
3857	1467	1	1	attente interlocuteur	attente	il est tres difficile de trouver le bon interlocuteur on tombe jamais sur la meme personne.	bon(1),difficile(1),interlocuteur(1),jamais(1),meme(1),personne(1),tomber(1),tres(1),trouver(1),être(1)	3	bon(1),interlocuteur(1),jamais(1),meme(1),personne(1),être(1),
3962	1499	1	1	attente interlocuteur	attente	la nouvelle politique de decentralisation accentuee d'edf pose un probleme pour obtenir le bon interlocuteur le service edf pro est autonome et il manque le relationnel necessaire avec la clientele à cause du systeme telephonique on ne sait plus qui joindre ni qui fait quoi.	accentuee(1),autonome(1),bon(1),cause(1),clientele(1),decentralisation(1),edf(2),faire(1),interlocuteur(1),joindre(1),manquer(1),ne(1),necessaire(1),nouveau(1),obtenir(1),plus(1),politique(1),poser(1),pro(1),probleme(1),relationnel(1),savoir(1),service(1),systeme(1),telephonique(1),être(1)	4	bon(1),edf(2),faire(1),interlocuteur(1),joindre(1),ne(1),nouveau(1),obtenir(1),plus(1),service(1),être(1),
3846	1462	1	1	attente interlocuteur	attente	avoir un interlocuteur directement sans trop attendre ne pas être ballader de droite à gauche.	attendre(1),avoir(1),ballader(1),directement(1),droit|droite(1),gauche(1),interlocuteur(1),ne(1),pas(1),trop(1),être(1)	2	avoir(1),interlocuteur(1),ne(1),pas(1),trop(1),être(1),
3525	1371	1	1	attente interlocuteur	attente	les délais d'attente au téléphone sont très longs il est souvent très difficile d'avoir rapidement le bon interlocuteur.	attente(1),avoir(1),bon(1),difficile(1),délai(1),interlocuteur(1),long(1),rapidement(1),souvent(1),très(2),téléphone(1),être(2)	2	attente(1),avoir(1),bon(1),délai(1),interlocuteur(1),long(1),être(2),
3200	1277	1	1	attente interlocuteur	attente	il n'y a pas d'interlocuteur responsable impossibilite d'avoir le bon interlocuteur je suis un client tres mecontent.	avoir(2),bon(1),client(1),impossibilite(1),interlocuteur(2),mecontent(1),ne(1),pas(1),responsable(1),suivre|être(1),tres(1)	3	avoir(2),bon(1),client(1),interlocuteur(2),ne(1),pas(1),suivre|être(1),
3199	1276	1	1	attente interlocuteur	attente	c'est dommage, lorsqu'on appelle, d'avoir un temps d'attente il faudrait avoir un bon interlocuteur ou qu'il nous rappelle des qu'une personne est disponible pour repondre a notre demande.	appeler(1),attente(1),avoir(3),bon(1),demande(1),disponible(1),dommage(1),falloir(1),interlocuteur(1),personne(1),qu'(1),rappeler(1),repondre(1),temps(1),être(2)	2	appeler(1),attente(1),avoir(3),bon(1),demande(1),interlocuteur(1),personne(1),temps(1),être(2),
2846	1165	1	1	attente interlocuteur	attente	trop d'interlocuteurs chez edf: certains interlocuteurs sont competents d'autres le sont moins.	autre(1),competents(1),edf(1),interlocuteur(2),moins(1),trop(1),être(2)	2	edf(1),interlocuteur(2),trop(1),être(2),
3124	1252	1	1	attente interlocuteur	attente	l'attente au telephone est trop longue le commercial ne m'a pas assez donne de details et de conseils.	assez(1),attente(1),avoir(1),commercial(1),conseil(1),details(1),donner(1),longue(1),ne(1),pas(1),telephone(1),trop(1),être(1)	2	attente(1),avoir(1),ne(1),pas(1),telephone(1),trop(1),être(1),
3156	1259	1	1	attente interlocuteur	attente	c'était trop compliqué une fois qu'on a les bons interlocuteurs c'est bon la différenciation particulier et edf pro n'est pas terrible.	avoir(1),bon(2),compliquer(1),différenciation(1),edf(1),foi|fois(1),interlocuteur(1),ne(1),particulier(1),pas(1),pro(1),terrible(1),trop(1),être(3)	2	avoir(1),bon(2),edf(1),foi|fois(1),interlocuteur(1),ne(1),pas(1),trop(1),être(3),
3495	1365	1	1	attente interlocuteur	attente	difficultée de trouver le bon interlocuteur.	bon(1),difficultée(1),interlocuteur(1),trouver(1)	2	bon(1),interlocuteur(1),
2884	1177	1	1	attente interlocuteur	attente	manque de coordination interne, trop d'interlocuteur, il serait préférable qu'il y ait un interlocuteur qui puisse suivre toute l'affaire.	affaire(1),avoir(1),coordination(1),interlocuteur(2),interne(1),manque(1),pouvoir(1),préférable(1),suivre(1),trop(1),être(1)	2	avoir(1),interlocuteur(2),pouvoir(1),trop(1),être(1),
3522	1369	1	1	attente interlocuteur	attente	je souhaiterais des agences pro car le téléphone pour les gros soucis ca ne sert a rien car trop de difficulté à trouver le bon interlocuteur en l'occurence joindre un responsable c'est très dur qu'ils fassent les relèves à des heures à laquelle on ouvre les horaires des relèves ne sont pas adaptées à nos horaires.	adapter(1),agence(1),avoir(1),bon(1),ca(1),difficulté(1),dur(1),faire(1),gros(1),heure(1),horaire(2),interlocuteur(1),joindre(1),ne(2),occurence(1),ouvrer|ouvrir(1),pas(1),pro(1),relève(2),responsable(1),rien(1),servir(1),souci(1),souhaiter(1),trop(1),trouver(1),très(1),téléphone(1),être(2)	2	avoir(1),bon(1),ca(1),faire(1),interlocuteur(1),joindre(1),ne(2),pas(1),rien(1),trop(1),être(2),
3593	1389	1	1	attente interlocuteur	attente	temps d'attente trop long.	attente(1),long(1),temps(1),trop(1)	2	attente(1),long(1),temps(1),trop(1),
3187	1271	1	1	attente interlocuteur	attente	j'ai eu 2 interlocuteurs au telephone : l'un aimable et professionnel, l'autre non.	aimable(1),autre(1),avoir(2),interlocuteur(1),non(1),professionnel(1),telephone(1),un(1)	3	avoir(2),interlocuteur(1),telephone(1),
1918	793	1	1	attente interlocuteur	attente	le temps d'attente au telephone est tres long le cout de communication est eleve.	attente(1),communication(1),cout(1),eleve(1),long(1),telephone(1),temps(1),tres(1),être(2)	2	attente(1),long(1),telephone(1),temps(1),être(2),
936	405	1	1	attente interlocuteur	attente	le probleme avec edf c'est le temps d'acces pour obtenir un interlocuteur.	acces(1),edf(1),interlocuteur(1),obtenir(1),probleme(1),temps(1),être(1)	2	edf(1),interlocuteur(1),obtenir(1),temps(1),être(1),
893	386	1	1	attente interlocuteur	attente	la multiplicite d'interlocuteurs est mauvaise.	interlocuteur(1),mauvais(1),multiplicite(1),être(1)	2	interlocuteur(1),être(1),
881	381	1	1	attente interlocuteur	attente	ca s'est tres mal passe avec les gens de bureau, quand on pose une question, ils vous envoient balader d'un service a l'autre sans jamais trouver le bon interlocuteur.	autre(1),avoir(1),balader(1),bon(1),bureau(1),ca(1),envoyer(1),gens(1),interlocuteur(1),jamais(1),mal(1),passer(1),poser(1),question(1),service(1),tres(1),trouver(1),être(1)	4	avoir(1),bon(1),ca(1),envoyer(1),interlocuteur(1),jamais(1),passer(1),service(1),être(1),
1215	503	1	1	attente interlocuteur	attente	je n'entendais pas tres bien mon interlocuteur telephonique, beaucoup de friture sur la ligne.	beaucoup(1),bien(1),entendre(1),friture(1),interlocuteur(1),ligne(1),ne(1),pas(1),telephonique(1),tres(1)	3	beaucoup(1),bien(1),interlocuteur(1),ne(1),pas(1),
1732	715	1	1	attente interlocuteur	attente	le probleme c'est que l'acces au numero edf pro pour demander quelque chose est complique c'est complique d'avoir un interlocuteur depuis l'ouverture de la concurrence.	acces(1),avoir(1),chose(1),compliquer(2),concurrence(1),demander(1),edf(1),interlocuteur(1),numero(1),ouverture(1),pro(1),probleme(1),être(3)	2	avoir(1),chose(1),edf(1),interlocuteur(1),être(3),
2039	834	1	1	attente interlocuteur	attente	trouver l'interlocuteur qui veut se casser la tête.	casser(1),interlocuteur(1),trouver(1),tête(1),vouloir(1)	2	interlocuteur(1),
1988	818	1	1	attente interlocuteur	attente	j aimerais passer moins de temps à attendre un interlocuteur au telephone.	aimer(1),attendre(1),interlocuteur(1),j(1),moins(1),passer(1),telephone(1),temps(1)	2	interlocuteur(1),passer(1),telephone(1),temps(1),
1977	815	1	1	attente interlocuteur	attente	je souhaiterais que l'attente pour obtenir un interlocuteur au telephone soit moins longue.	attente(1),interlocuteur(1),longue(1),moins(1),obtenir(1),souhaiter(1),telephone(1),être(1)	2	attente(1),interlocuteur(1),obtenir(1),telephone(1),être(1),
1966	811	1	1	attente interlocuteur	attente	le problème c'est de pouvoir les joindres par telephones ao 08000 et de tomber sur le bon interlocuteur.	ao(1),bon(1),interlocuteur(1),joindres(1),pouvoir(1),problème(1),telephones(1),tomber(1),être(1)	2	bon(1),interlocuteur(1),pouvoir(1),être(1),
1936	804	1	1	attente interlocuteur	attente	accessibilité‚au téléphone impossible concernant le num‚ro qui apparaît sur la facture,0810... plate-forme téléphonique.	accessibilité‚au(1),apparaître(1),concerner(1),facture,0810(1),impossible(1),num‚ro(1),plate-forme(1),téléphone(1),téléphonique(1)	2	concerner(1),
1898	786	1	1	attente interlocuteur	attente	avoir un interlocuteur privilégié‚car on tombe sur des personnes différentes.	avoir(1),différent(1),interlocuteur(1),personne(1),privilégié‚car(1),tomber(1)	3	avoir(1),interlocuteur(1),personne(1),
1736	718	1	1	attente interlocuteur	attente	tres mecontente pas d'interlocuteurs directs les attentes ne sont pas prises en compte.	attente(1),compte(1),direct(1),interlocuteur(1),mecontente(1),ne(1),pas(2),prendre(1),tres(1),être(1)	3	attente(1),compte(1),interlocuteur(1),ne(1),pas(2),prendre(1),être(1),
1439	585	1	1	attente interlocuteur	attente	c'est catastrophique, plus de relations humaines, plus d'interlocuteur privilégié dans le personnel EDF, on a des agents incompétents.	agent(1),avoir(1),catastrophique(1),humain(1),incompétent(1),interlocuteur(1),personnel(1),plus(2),privilégier(1),relation(1),être(1)	2	avoir(1),interlocuteur(1),plus(2),être(1),
1710	703	1	1	attente interlocuteur	attente	avoir un interlocuteur physique.	avoir(1),interlocuteur(1),physique(1)	2	avoir(1),interlocuteur(1),
1669	680	1	1	attente interlocuteur	attente	il est difficile de joindre un interlocuteur.	difficile(1),interlocuteur(1),joindre(1),être(1)	2	interlocuteur(1),joindre(1),être(1),
1598	646	1	1	attente interlocuteur	attente	le temps d'attente au telephone (15minutes d'attente)est trop long.	15minutes(1),attente(1),attente)est(1),long(1),telephone(1),temps(1),trop(1)	2	attente(1),long(1),telephone(1),temps(1),trop(1),
3735	1424	1	1	attente interlocuteur	attente	les interlocuteurs devraient s'identifier.	devoir(1),identifier(1),interlocuteur(1)	2	devoir(1),interlocuteur(1),
1577	639	1	1	attente interlocuteur	attente	ça serait une boite vraiment bien si edf pouvait arrêter ses conneries avec la multiplication des interlocuteurs telephoniques qui fait perdre enormement de temps.	arrêter(1),bien(1),boite(1),connerie(1),edf(1),enormement(1),faire(1),interlocuteur(1),multiplication(1),perdre(1),pouvoir(1),telephoniques(1),temps(1),vraiment(1),être(1)	3	bien(1),edf(1),faire(1),interlocuteur(1),pouvoir(1),temps(1),être(1),
1955	806	1	1	attente interlocuteur	attente	j'aimerais qu'edf prenne conscience d'avoir des clients en face d'eux, qu'ils respectent ces clients et qu'ils prennent nos attentes en consideration.	aimer(1),attente(1),avoir(1),client(2),conscience(1),consideration(1),edf(1),face(1),prendre(2),respecter(1)	3	attente(1),avoir(1),client(2),edf(1),prendre(2),
1389	569	1	1	attente interlocuteur	attente	il faudrait un petit historique bilan consommation je suis tres satisfait d'avoir un interlocuteur.	avoir(1),bilan(1),consommation(1),falloir(1),historique(1),interlocuteur(1),petit(1),satisfaire(1),suivre|être(1),tres(1)	4	avoir(1),consommation(1),interlocuteur(1),suivre|être(1),
2962	1204	1	1	attente interlocuteur	attente	il est difficile d'obtenir un interlocuteur les interlocuteurs ne sont au courant que d'une partie du probleme un interlocuteur a même raccroche au client.	avoir(1),client(1),courant(1),difficile(1),interlocuteur(3),même(1),ne(1),obtenir(1),partie(1),probleme(1),raccrocher(1),être(2)	2	avoir(1),client(1),interlocuteur(3),ne(1),obtenir(1),être(2),
1015	427	1	1	attente interlocuteur	attente	le temps d'attente est beaucoup trop long entre le contact telephonique et le retour de l'intevention d'un conseiller sur le terrain c'est la consequence du desengagement d'edf pour les petites communes qui fait que l'on a plus d'interlocuteur.	attente(1),avoir(1),beaucoup(1),commune(1),conseiller(1),consequence(1),contact(1),desengagement(1),edf(1),faire(1),interlocuteur(1),intevention(1),long(1),petit(1),plus(1),retour(1),telephonique(1),temps(1),terrain(1),trop(1),être(2)	2	attente(1),avoir(1),beaucoup(1),contact(1),edf(1),faire(1),interlocuteur(1),long(1),plus(1),temps(1),trop(1),être(2),
3635	1400	1	1	attente interlocuteur	attente	a chaque fois que l'on appelle on a un interlocuteur different il faut a chaque fois raconter son histoire.	appeler(1),avoir(3),different(1),falloir(1),foi|fois(2),histoire(1),interlocuteur(1),raconter(1)	3	appeler(1),avoir(3),foi|fois(2),interlocuteur(1),
2984	1212	1	1	attente interlocuteur	attente	edf devrait reduire le temps d'attente pour obtenir des informations.	attente(1),devoir(1),edf(1),information(1),obtenir(1),reduire(1),temps(1)	2	attente(1),devoir(1),edf(1),obtenir(1),temps(1),
1398	572	1	1	attente interlocuteur	attente	être dépanné pour une urgence dans l'immédiat et pouvoir joindre un interlocuteur rapidement :ct.	:ct(1),dépanner(1),immédiat(1),interlocuteur(1),joindre(1),pouvoir(1),rapidement(1),urgence(1),être(1)	2	interlocuteur(1),joindre(1),pouvoir(1),être(1),
1354	553	1	1	attente interlocuteur	attente	quand on a un problème personnel, j'aimerais qu'on puisse me renseigner je recois de multiples relances et personne ne réagit ni ne vient difficultés à trouver un interlocuteur.	aimer(1),avoir(1),difficulté(1),interlocuteur(1),multiple(1),ne(2),personne(1),personnel(1),pouvoir(1),problème(1),recois(1),relance(1),renseigner(1),réagir(1),trouver(1),venir(1)	3	avoir(1),interlocuteur(1),ne(2),personne(1),pouvoir(1),venir(1),
1302	538	1	1	attente interlocuteur	attente	je ne suis pas prête de revenir chez edf a cause de mon insatisfaction. je suis tres contente qu'il ait enfin de la concurrence chaque fois qu'on appelle, on doit recommencer son histoire de a à z. on n'a pas d'interlocuteur dedie et il n'y a aucun suivi je me suis retrouvée avec une mise en demeure sans qu'edf ne tienne compte de mes appels precedents alors qu'à plusieurs reprises on m'a fait patienter.j'ai appelé 5 fois et j'ai eu 5 interlocuteurs differents.	alors(1),appel(1),appeler(2),avoir(8),cause(1),compte(1),concurrence(1),content(1),dedie(1),demeure(1),devoir(1),differents(1),edf(2),enfin(1),faire(1),foi|fois(2),histoire(1),insatisfaction(1),interlocuteur(2),mise(1),ne(4),pas(2),patienter.j'ai(1),precedents(1),prêt(1),recommencer(1),reprise(1),retrouver(1),revenir(1),suivre(1),suivre|être(3),tenir(1),tres(1)	3	alors(1),appeler(2),avoir(8),compte(1),devoir(1),edf(2),faire(1),foi|fois(2),interlocuteur(2),ne(4),pas(2),suivre|être(3),
1239	513	1	1	attente interlocuteur	attente	je remarque un tres gros progrès pour avoir acces a un interlocuteur, en 1 an c'est passé de 20 minutes d'attente à même pas 5 minutes.	acces(1),an(1),attente(1),avoir(2),gros(1),interlocuteur(1),minute(2),même(1),pas(1),passer(1),progrès(1),remarquer(1),tres(1),être(1)	2	attente(1),avoir(2),interlocuteur(1),pas(1),passer(1),être(1),
1824	755	1	1	attente interlocuteur	attente	avoir un interlocuteur personnalisé et compétent.	avoir(1),compétent(1),interlocuteur(1),personnaliser(1)	3	avoir(1),interlocuteur(1),
2742	1133	1	1	attente interlocuteur	attente	le temps d'attente pour obtenir un interlocuteur.	attente(1),interlocuteur(1),obtenir(1),temps(1)	2	attente(1),interlocuteur(1),obtenir(1),temps(1),
1221	505	1	1	attente interlocuteur	attente	apres l'accueil on a un nombre important d'interlocuteurs mais il n'y a rien qui se fait derriere.	accueil(1),apres(1),avoir(2),derriere(1),faire(1),important(1),interlocuteur(1),ne(1),nombre(1),rien(1)	4	avoir(2),faire(1),interlocuteur(1),ne(1),rien(1),
1079	452	1	1	attente interlocuteur	attente	moins de temps d'attente au numero edf et un interlocuteur apte a nous repondre assez rapidement.	apte(1),assez(1),attente(1),avoir(1),edf(1),interlocuteur(1),moins(1),numero(1),rapidement(1),repondre(1),temps(1)	2	attente(1),avoir(1),edf(1),interlocuteur(1),temps(1),
1060	443	1	1	attente interlocuteur	attente	ce qui me gene beaucoup c'est d'attendre beaucoup de temps au telephone et d'avoir un interlocuteur proche de ma region.	attendre(1),avoir(1),beaucoup(2),gene(1),interlocuteur(1),proche(1),region(1),telephone(1),temps(1),être(1)	2	avoir(1),beaucoup(2),interlocuteur(1),telephone(1),temps(1),être(1),
1187	488	1	1	attente interlocuteur	attente	Pas de suivit clientèle, beaucoup de difficultés pour obtenir le bon interlocuteur, pas de médiateur.	beaucoup(1),bon(1),clientèle(1),difficulté(1),interlocuteur(1),médiateur(1),obtenir(1),pas(2),suivre(1)	2	beaucoup(1),bon(1),interlocuteur(1),obtenir(1),pas(2),
1450	590	1	1	attente interlocuteur	attente	j'aimerais pouvoir rencontre un conseiller dans la region lyonnaise et qu'il m'indique quelles sont les bonnes demarches à effectuer.	aimer(1),bon(1),conseiller(1),demarches(1),effectuer(1),indiquer(1),lyonnais(1),pouvoir(1),region(1),rencontrer(1),être(1)	2	bon(1),pouvoir(1),être(1),
2051	841	1	1	attente interlocuteur	attente	il n'ya pas de contacts pour parler a quelqu'un et tout se fait par telephone et cela me derange je suis dans une region ou il n'y a personne pour s'occuper des clients pro.	avoir(2),client(1),contact(1),derange(1),faire(1),ne(2),occuper(1),parler(1),pas(1),personne(1),pro(1),region(1),suivre|être(1),telephone(1),ya(1)	3	avoir(2),client(1),contact(1),faire(1),ne(2),pas(1),personne(1),suivre|être(1),telephone(1),
1234	512	1	1	attente interlocuteur	attente	j'ai eu des frais sur ma facturation et j'ai eu du mal a avoir des explications sur ses frais on m'a taxe des frais car j'avais choisi moi meme les dates de prelevement mais edf ne m'a pas informe lors de mon choix de ces frais l'interlocuteur que j'ai eu au telephone a ete tres desagreable : l'interlocuteur a deborde du cadre dans lequel on etait mais edf m'a quand meme rembourse ces frais le probleme vient de cet interlocuteur j'attends toujours mon technicien.	attendre(1),avoir(14),cadre(1),choisir(1),choix(1),date(1),deborde(1),desagreable(1),edf(2),etait(1),ete(1),explication(1),facturation(1),frais(5),informer(1),interlocuteur(3),lors(1),mal(1),meme(2),ne(1),pas(1),prelevement(1),probleme(1),rembourser(1),taxe(1),technicien(1),telephone(1),toujours(1),tres(1),venir(1)	1	avoir(14),edf(2),interlocuteur(3),meme(2),ne(1),pas(1),technicien(1),telephone(1),toujours(1),venir(1),
755	329	1	1	attente interlocuteur	attente	laps de temps trop long pour intervenir interlocuteurs inadaptes meandres incroyables pour parvenir à ce ce que l'on cherche on n'a pas le choix, edf n'a aucune idee de ce qu'est un client c'est catastrophique.	avoir(2),catastrophique(1),chercher(1),choix(1),client(1),edf(1),idee(1),inadaptes(1),incroyable(1),interlocuteur(1),intervenir(1),laps(1),long(1),meandres(1),ne(2),parvenir(1),pas(1),temps(1),trop(1),être(2)	2	avoir(2),client(1),edf(1),interlocuteur(1),long(1),ne(2),pas(1),temps(1),trop(1),être(2),
259	116	1	1	attente interlocuteur	attente	l'absence totale de correspondant l'impossibilité d'avoir une relation suivie avec un interlocuteur valable le changement permanent d'EDF c'est le foutoir.	absence(1),avoir(1),changement(1),correspondre(1),foutoir(1),impossibilité(1),interlocuteur(1),permanent(1),relation(1),suivre(1),total(1),valable(1),être(1)	4	avoir(1),interlocuteur(1),être(1),
818	358	1	1	attente interlocuteur	attente	ce n'est pas toujours les bonnes personnes qui sont mises en poste mais globalement ils sont bons.	bon(2),globalement(1),mettre(1),ne(1),pas(1),personne(1),poste(1),toujours(1),être(3)	2	bon(2),ne(1),pas(1),personne(1),toujours(1),être(3),
627	270	1	1	attente interlocuteur	attente	je n'arrive toujours pas à avoir un interlocuteur valable pour change mon compte de bleu en jaune je suis sur Paris, et j'ai atterri à Bordeaux.	arriver(1),atterrir(1),avoir(2),bleu(1),changer(1),compte(1),interlocuteur(1),jaune(1),ne(1),pas(1),suivre|être(1),toujours(1),valable(1)	1	avoir(2),compte(1),interlocuteur(1),ne(1),pas(1),suivre|être(1),toujours(1),
205	91	1	1	attente interlocuteur	attente	je souhaiterais que l'interlocuteur telephonique soit competent et puisse comprendre les problemes techniques dont on leur fait part besoin d'un interlocuteur apte a comprendre les problemes techniques.	apte(1),avoir(1),besoin(1),competent(1),comprendre(2),faire(1),interlocuteur(2),part(1),pouvoir(1),problemes(2),souhaiter(1),technique(2),telephonique(1)	3	avoir(1),faire(1),interlocuteur(2),pouvoir(1),
228	102	1	1	attente interlocuteur	attente	les gens d'edf pro sont de mauvais interlocuteurs par rapport à edf particulier le client n'est qu'un numero ils n'essaient pas de comprendre le problème des clients.	client(2),comprendre(1),edf(2),essayer(1),gens(1),interlocuteur(1),mauvais(1),ne(2),numero(1),particulier(1),pas(1),pro(1),problème(1),rapport(1),être(2)	3	client(2),edf(2),interlocuteur(1),ne(2),pas(1),être(2),
2583	1073	1	1	attente interlocuteur	attente	quand on appelle on n'a pas toujours les bons renseignements.	appeler(1),avoir(1),bon(1),ne(1),pas(1),renseignement(1),toujours(1)	1	appeler(1),avoir(1),bon(1),ne(1),pas(1),toujours(1),
2114	864	1	1	attente interlocuteur	attente	Beaucoup de difficultés pour joindre le bon interlocuteur.	beaucoup(1),bon(1),difficulté(1),interlocuteur(1),joindre(1)	2	beaucoup(1),bon(1),interlocuteur(1),joindre(1),
2266	933	1	1	attente interlocuteur	attente	il y a trop de différents services pro on a souvent du mal à joindre le bon interlocuteur à EDF pro.	avoir(2),bon(1),différent(1),interlocuteur(1),joindre(1),mal(1),pro(2),service(1),souvent(1),trop(1)	2	avoir(2),bon(1),interlocuteur(1),joindre(1),service(1),trop(1),
2158	883	1	1	attente interlocuteur	attente	c'est pas facile d'avoir le bon interlocuteur : qu'il s'implique dans ce qu'il fait c'est a dire qu'il ne reponde pas n'importe quoi :parce que c'est une facon de facilite pour ne pas se deranger cela vient de chez vous et non de chez edf le technicien que j'ai eu dans mes locaux etait tres competent : il a fait son job comme il fallait, cetait plutot le diagnostic qui n'etait pas bon.	:parce(1),avoir(5),bon(2),cetait(1),competent(1),deranger(1),diagnostic(1),dire(1),edf(1),etait(2),facile(1),faciliter(1),facon(1),faire(2),falloir(1),impliquer(1),importer(1),interlocuteur(1),job(1),local(1),ne(4),non(1),pas(4),plutot(1),reponde(1),technicien(1),tres(1),venir(1),être(3)	3	avoir(5),bon(2),edf(1),faire(2),interlocuteur(1),ne(4),pas(4),technicien(1),venir(1),être(3),
527	229	1	1	attente interlocuteur	attente	sa serait bien que le numero de telephone ne soit pas payant.	bien(1),ne(1),numero(1),pas(1),payant(1),telephone(1),être(2)	3	bien(1),ne(1),pas(1),telephone(1),être(2),
3097	1247	1	1	attente interlocuteur	attente	le contact au telephone est satisfaisant alors que dans la realisation du travail les attentes du client ne sont pas respectees le contact avec le technicien n'est pas humain en cas de reclamation il n'y a pas d'interlocuteur direct, il faut passer par differents services.	alors(1),attente(1),avoir(1),cas(1),client(1),contact(2),differents(1),direct(1),falloir(1),humain(1),interlocuteur(1),ne(3),pas(3),passer(1),realisation(1),reclamation(1),respectees(1),satisfaisant(1),service(1),technicien(1),telephone(1),travail(1),être(3)	3	alors(1),attente(1),avoir(1),client(1),contact(2),interlocuteur(1),ne(3),pas(3),passer(1),service(1),technicien(1),telephone(1),travail(1),être(3),
1820	754	1	1	attente interlocuteur	attente	c'est tres difficile de se faire depanner rapidement.	depanner(1),difficile(1),faire(1),rapidement(1),tres(1),être(1)	2	faire(1),être(1),
